Écarté: OG0040645.fa (1 séquences, 1 espèces)
Écarté: OG0073378.fa (1 séquences, 1 espèces)
Écarté: OG0057420.fa (1 séquences, 1 espèces)
Écarté: OG0012027.fa (8 séquences, 2 espèces)
Écarté: OG0012128.fa (8 séquences, 1 espèces)
Écarté: OG0000777.fa (151 séquences, 17 espèces)
Écarté: OG0001941.fa (80 séquences, 16 espèces)
Écarté: OG0055077.fa (1 séquences, 1 espèces)
Écarté: OG0062275.fa (1 séquences, 1 espèces)
Écarté: OG0054486.fa (1 séquences, 1 espèces)
Écarté: OG0029503.fa (1 séquences, 1 espèces)
Écarté: OG0046773.fa (1 séquences, 1 espèces)
Écarté: OG0063915.fa (1 séquences, 1 espèces)
Écarté: OG0059220.fa (1 séquences, 1 espèces)
Écarté: OG0040316.fa (1 séquences, 1 espèces)
Écarté: OG0047078.fa (1 séquences, 1 espèces)
Écarté: OG0027838.fa (1 séquences, 1 espèces)
Écarté: OG0070423.fa (1 séquences, 1 espèces)
Écarté: OG0056222.fa (1 séquences, 1 espèces)
Écarté: OG0068310.fa (1 séquences, 1 espèces)
Écarté: OG0009906.fa (19 séquences, 2 espèces)
Écarté: OG0001736.fa (87 séquences, 15 espèces)
Écarté: OG0004390.fa (44 séquences, 17 espèces)
Écarté: OG0003918.fa (48 séquences, 16 espèces)
Retenu: OG0007413.fa (29 séquences, 17 espèces)
Écarté: OG0009761.fa (20 séquences, 4 espèces)
Écarté: OG0052213.fa (1 séquences, 1 espèces)
Écarté: OG0047822.fa (1 séquences, 1 espèces)
Écarté: OG0028020.fa (1 séquences, 1 espèces)
Écarté: OG0047462.fa (1 séquences, 1 espèces)
Écarté: OG0013971.fa (5 séquences, 2 espèces)
Écarté: OG0000908.fa (136 séquences, 17 espèces)
Écarté: OG0058807.fa (1 séquences, 1 espèces)
Écarté: OG0023396.fa (2 séquences, 2 espèces)
Écarté: OG0024322.fa (2 séquences, 1 espèces)
Écarté: OG0063825.fa (1 séquences, 1 espèces)
Écarté: OG0029566.fa (1 séquences, 1 espèces)
Écarté: OG0071791.fa (1 séquences, 1 espèces)
Écarté: OG0058116.fa (1 séquences, 1 espèces)
Écarté: OG0030916.fa (1 séquences, 1 espèces)
Écarté: OG0014746.fa (4 séquences, 2 espèces)
Écarté: OG0020596.fa (2 séquences, 1 espèces)
Écarté: OG0030702.fa (1 séquences, 1 espèces)
Écarté: OG0055283.fa (1 séquences, 1 espèces)
Écarté: OG0018350.fa (3 séquences, 1 espèces)
Écarté: OG0011202.fa (11 séquences, 1 espèces)
Écarté: OG0044899.fa (1 séquences, 1 espèces)
Écarté: OG0035432.fa (1 séquences, 1 espèces)
Écarté: OG0001798.fa (85 séquences, 17 espèces)
Écarté: OG0021142.fa (2 séquences, 1 espèces)
Écarté: OG0008851.fa (24 séquences, 14 espèces)
Écarté: OG0014182.fa (5 séquences, 1 espèces)
Écarté: OG0035533.fa (1 séquences, 1 espèces)
Écarté: OG0028296.fa (1 séquences, 1 espèces)
Écarté: OG0026950.fa (1 séquences, 1 espèces)
Écarté: OG0063281.fa (1 séquences, 1 espèces)
Écarté: OG0069301.fa (1 séquences, 1 espèces)
Écarté: OG0001751.fa (86 séquences, 17 espèces)
Écarté: OG0047151.fa (1 séquences, 1 espèces)
Écarté: OG0068817.fa (1 séquences, 1 espèces)
Écarté: OG0037596.fa (1 séquences, 1 espèces)
Écarté: OG0059317.fa (1 séquences, 1 espèces)
Écarté: OG0019042.fa (2 séquences, 2 espèces)
Écarté: OG0059849.fa (1 séquences, 1 espèces)
Écarté: OG0019121.fa (2 séquences, 1 espèces)
Écarté: OG0040073.fa (1 séquences, 1 espèces)
Écarté: OG0046725.fa (1 séquences, 1 espèces)
Écarté: OG0012703.fa (7 séquences, 1 espèces)
Écarté: OG0010679.fa (13 séquences, 3 espèces)
Écarté: OG0044442.fa (1 séquences, 1 espèces)
Écarté: OG0064390.fa (1 séquences, 1 espèces)
Écarté: OG0024751.fa (2 séquences, 1 espèces)
Écarté: OG0049119.fa (1 séquences, 1 espèces)
Écarté: OG0008601.fa (25 séquences, 15 espèces)
Écarté: OG0005095.fa (39 séquences, 17 espèces)
Écarté: OG0004668.fa (42 séquences, 16 espèces)
Écarté: OG0062482.fa (1 séquences, 1 espèces)
Écarté: OG0049420.fa (1 séquences, 1 espèces)
Écarté: OG0049734.fa (1 séquences, 1 espèces)
Écarté: OG0048451.fa (1 séquences, 1 espèces)
Écarté: OG0035720.fa (1 séquences, 1 espèces)
Écarté: OG0034498.fa (1 séquences, 1 espèces)
Écarté: OG0059485.fa (1 séquences, 1 espèces)
Écarté: OG0026362.fa (1 séquences, 1 espèces)
Écarté: OG0070402.fa (1 séquences, 1 espèces)
Écarté: OG0063584.fa (1 séquences, 1 espèces)
Écarté: OG0054244.fa (1 séquences, 1 espèces)
Écarté: OG0053621.fa (1 séquences, 1 espèces)
Écarté: OG0062226.fa (1 séquences, 1 espèces)
Écarté: OG0024494.fa (2 séquences, 1 espèces)
Écarté: OG0045312.fa (1 séquences, 1 espèces)
Écarté: OG0045595.fa (1 séquences, 1 espèces)
Écarté: OG0003189.fa (56 séquences, 15 espèces)
Écarté: OG0065322.fa (1 séquences, 1 espèces)
Écarté: OG0047420.fa (1 séquences, 1 espèces)
Écarté: OG0032013.fa (1 séquences, 1 espèces)
Écarté: OG0009881.fa (19 séquences, 2 espèces)
Écarté: OG0005605.fa (36 séquences, 13 espèces)
Écarté: OG0049993.fa (1 séquences, 1 espèces)
Écarté: OG0009094.fa (23 séquences, 16 espèces)
Écarté: OG0051660.fa (1 séquences, 1 espèces)
Écarté: OG0020502.fa (2 séquences, 2 espèces)
Écarté: OG0021692.fa (2 séquences, 2 espèces)
Écarté: OG0034768.fa (1 séquences, 1 espèces)
Écarté: OG0024024.fa (2 séquences, 1 espèces)
Écarté: OG0065638.fa (1 séquences, 1 espèces)
Écarté: OG0017614.fa (3 séquences, 1 espèces)
Écarté: OG0040202.fa (1 séquences, 1 espèces)
Écarté: OG0004772.fa (41 séquences, 17 espèces)
Écarté: OG0018676.fa (2 séquences, 1 espèces)
Écarté: OG0016216.fa (3 séquences, 2 espèces)
Écarté: OG0055829.fa (1 séquences, 1 espèces)
Écarté: OG0055275.fa (1 séquences, 1 espèces)
Écarté: OG0064113.fa (1 séquences, 1 espèces)
Écarté: OG0051082.fa (1 séquences, 1 espèces)
Écarté: OG0060705.fa (1 séquences, 1 espèces)
Écarté: OG0071934.fa (1 séquences, 1 espèces)
Écarté: OG0057687.fa (1 séquences, 1 espèces)
Écarté: OG0044570.fa (1 séquences, 1 espèces)
Écarté: OG0055710.fa (1 séquences, 1 espèces)
Écarté: OG0057308.fa (1 séquences, 1 espèces)
Écarté: OG0048624.fa (1 séquences, 1 espèces)
Écarté: OG0019785.fa (2 séquences, 2 espèces)
Écarté: OG0025728.fa (1 séquences, 1 espèces)
Écarté: OG0035062.fa (1 séquences, 1 espèces)
Écarté: OG0044165.fa (1 séquences, 1 espèces)
Écarté: OG0059883.fa (1 séquences, 1 espèces)
Écarté: OG0069717.fa (1 séquences, 1 espèces)
Écarté: OG0060255.fa (1 séquences, 1 espèces)
Écarté: OG0032944.fa (1 séquences, 1 espèces)
Écarté: OG0043052.fa (1 séquences, 1 espèces)
Écarté: OG0022175.fa (2 séquences, 1 espèces)
Écarté: OG0043607.fa (1 séquences, 1 espèces)
Écarté: OG0067127.fa (1 séquences, 1 espèces)
Écarté: OG0021950.fa (2 séquences, 1 espèces)
Écarté: OG0000894.fa (137 séquences, 17 espèces)
Écarté: OG0001525.fa (95 séquences, 17 espèces)
Écarté: OG0019068.fa (2 séquences, 2 espèces)
Écarté: OG0069401.fa (1 séquences, 1 espèces)
Écarté: OG0022221.fa (2 séquences, 1 espèces)
Écarté: OG0069975.fa (1 séquences, 1 espèces)
Écarté: OG0030991.fa (1 séquences, 1 espèces)
Écarté: OG0000395.fa (229 séquences, 14 espèces)
Retenu: OG0008355.fa (26 séquences, 17 espèces)
Écarté: OG0018002.fa (3 séquences, 1 espèces)
Écarté: OG0068096.fa (1 séquences, 1 espèces)
Écarté: OG0004412.fa (44 séquences, 17 espèces)
Écarté: OG0038765.fa (1 séquences, 1 espèces)
Écarté: OG0045843.fa (1 séquences, 1 espèces)
Écarté: OG0011660.fa (9 séquences, 4 espèces)
Écarté: OG0021535.fa (2 séquences, 2 espèces)
Écarté: OG0061760.fa (1 séquences, 1 espèces)
Écarté: OG0057482.fa (1 séquences, 1 espèces)
Écarté: OG0007992.fa (27 séquences, 16 espèces)
Écarté: OG0060992.fa (1 séquences, 1 espèces)
Écarté: OG0072017.fa (1 séquences, 1 espèces)
Écarté: OG0018321.fa (3 séquences, 1 espèces)
Écarté: OG0046752.fa (1 séquences, 1 espèces)
Écarté: OG0060464.fa (1 séquences, 1 espèces)
Écarté: OG0009944.fa (18 séquences, 13 espèces)
Écarté: OG0066202.fa (1 séquences, 1 espèces)
Écarté: OG0063239.fa (1 séquences, 1 espèces)
Écarté: OG0038716.fa (1 séquences, 1 espèces)
Écarté: OG0015371.fa (4 séquences, 2 espèces)
Écarté: OG0073141.fa (1 séquences, 1 espèces)
Écarté: OG0014836.fa (4 séquences, 4 espèces)
Écarté: OG0037542.fa (1 séquences, 1 espèces)
Écarté: OG0047147.fa (1 séquences, 1 espèces)
Écarté: OG0069280.fa (1 séquences, 1 espèces)
Écarté: OG0041120.fa (1 séquences, 1 espèces)
Écarté: OG0061789.fa (1 séquences, 1 espèces)
Écarté: OG0003650.fa (50 séquences, 17 espèces)
Écarté: OG0034297.fa (1 séquences, 1 espèces)
Écarté: OG0019598.fa (2 séquences, 1 espèces)
Écarté: OG0049020.fa (1 séquences, 1 espèces)
Écarté: OG0034901.fa (1 séquences, 1 espèces)
Écarté: OG0002940.fa (59 séquences, 15 espèces)
Écarté: OG0018318.fa (3 séquences, 1 espèces)
Écarté: OG0042113.fa (1 séquences, 1 espèces)
Écarté: OG0017396.fa (3 séquences, 2 espèces)
Écarté: OG0016225.fa (3 séquences, 1 espèces)
Écarté: OG0019733.fa (2 séquences, 1 espèces)
Écarté: OG0009080.fa (23 séquences, 15 espèces)
Écarté: OG0034016.fa (1 séquences, 1 espèces)
Écarté: OG0065130.fa (1 séquences, 1 espèces)
Écarté: OG0026807.fa (1 séquences, 1 espèces)
Écarté: OG0057143.fa (1 séquences, 1 espèces)
Écarté: OG0008917.fa (24 séquences, 12 espèces)
Écarté: OG0030382.fa (1 séquences, 1 espèces)
Écarté: OG0057650.fa (1 séquences, 1 espèces)
Écarté: OG0048091.fa (1 séquences, 1 espèces)
Écarté: OG0028684.fa (1 séquences, 1 espèces)
Écarté: OG0052561.fa (1 séquences, 1 espèces)
Écarté: OG0045812.fa (1 séquences, 1 espèces)
Écarté: OG0021880.fa (2 séquences, 1 espèces)
Écarté: OG0058340.fa (1 séquences, 1 espèces)
Écarté: OG0026921.fa (1 séquences, 1 espèces)
Écarté: OG0044926.fa (1 séquences, 1 espèces)
Écarté: OG0012240.fa (7 séquences, 6 espèces)
Écarté: OG0073121.fa (1 séquences, 1 espèces)
Écarté: OG0007532.fa (29 séquences, 16 espèces)
Écarté: OG0020792.fa (2 séquences, 1 espèces)
Écarté: OG0013099.fa (6 séquences, 3 espèces)
Écarté: OG0064189.fa (1 séquences, 1 espèces)
Écarté: OG0013686.fa (5 séquences, 1 espèces)
Écarté: OG0065996.fa (1 séquences, 1 espèces)
Écarté: OG0055657.fa (1 séquences, 1 espèces)
Écarté: OG0005748.fa (36 séquences, 17 espèces)
Écarté: OG0068719.fa (1 séquences, 1 espèces)
Écarté: OG0001632.fa (91 séquences, 17 espèces)
Écarté: OG0045491.fa (1 séquences, 1 espèces)
Écarté: OG0031227.fa (1 séquences, 1 espèces)
Écarté: OG0016600.fa (3 séquences, 1 espèces)
Écarté: OG0007661.fa (29 séquences, 2 espèces)
Écarté: OG0029482.fa (1 séquences, 1 espèces)
Écarté: OG0002877.fa (60 séquences, 17 espèces)
Écarté: OG0033710.fa (1 séquences, 1 espèces)
Écarté: OG0064727.fa (1 séquences, 1 espèces)
Écarté: OG0025656.fa (1 séquences, 1 espèces)
Écarté: OG0031536.fa (1 séquences, 1 espèces)
Écarté: OG0062639.fa (1 séquences, 1 espèces)
Écarté: OG0038768.fa (1 séquences, 1 espèces)
Écarté: OG0016107.fa (3 séquences, 1 espèces)
Écarté: OG0022622.fa (2 séquences, 1 espèces)
Écarté: OG0034554.fa (1 séquences, 1 espèces)
Écarté: OG0004628.fa (42 séquences, 17 espèces)
Écarté: OG0014579.fa (4 séquences, 1 espèces)
Écarté: OG0029328.fa (1 séquences, 1 espèces)
Écarté: OG0009652.fa (20 séquences, 8 espèces)
Écarté: OG0008922.fa (24 séquences, 13 espèces)
Écarté: OG0019972.fa (2 séquences, 1 espèces)
Écarté: OG0058432.fa (1 séquences, 1 espèces)
Écarté: OG0050423.fa (1 séquences, 1 espèces)
Écarté: OG0036335.fa (1 séquences, 1 espèces)
Écarté: OG0036961.fa (1 séquences, 1 espèces)
Écarté: OG0035649.fa (1 séquences, 1 espèces)
Écarté: OG0000047.fa (691 séquences, 17 espèces)
Écarté: OG0001960.fa (80 séquences, 17 espèces)
Écarté: OG0022270.fa (2 séquences, 1 espèces)
Écarté: OG0050513.fa (1 séquences, 1 espèces)
Écarté: OG0020989.fa (2 séquences, 1 espèces)
Écarté: OG0031081.fa (1 séquences, 1 espèces)
Écarté: OG0048745.fa (1 séquences, 1 espèces)
Écarté: OG0070668.fa (1 séquences, 1 espèces)
Écarté: OG0057915.fa (1 séquences, 1 espèces)
Écarté: OG0062294.fa (1 séquences, 1 espèces)
Écarté: OG0030257.fa (1 séquences, 1 espèces)
Écarté: OG0000350.fa (247 séquences, 17 espèces)
Écarté: OG0073149.fa (1 séquences, 1 espèces)
Écarté: OG0001892.fa (82 séquences, 17 espèces)
Écarté: OG0072529.fa (1 séquences, 1 espèces)
Écarté: OG0019741.fa (2 séquences, 1 espèces)
Écarté: OG0058106.fa (1 séquences, 1 espèces)
Écarté: OG0043749.fa (1 séquences, 1 espèces)
Écarté: OG0027166.fa (1 séquences, 1 espèces)
Écarté: OG0054080.fa (1 séquences, 1 espèces)
Écarté: OG0030866.fa (1 séquences, 1 espèces)
Écarté: OG0061994.fa (1 séquences, 1 espèces)
Écarté: OG0047467.fa (1 séquences, 1 espèces)
Écarté: OG0066533.fa (1 séquences, 1 espèces)
Écarté: OG0054646.fa (1 séquences, 1 espèces)
Écarté: OG0025592.fa (1 séquences, 1 espèces)
Écarté: OG0001152.fa (116 séquences, 16 espèces)
Écarté: OG0003441.fa (53 séquences, 17 espèces)
Retenu: OG0008009.fa (27 séquences, 17 espèces)
Écarté: OG0005780.fa (35 séquences, 17 espèces)
Écarté: OG0014783.fa (4 séquences, 2 espèces)
Écarté: OG0007231.fa (30 séquences, 16 espèces)
Écarté: OG0015144.fa (4 séquences, 1 espèces)
Écarté: OG0052646.fa (1 séquences, 1 espèces)
Écarté: OG0025635.fa (1 séquences, 1 espèces)
Écarté: OG0014722.fa (4 séquences, 1 espèces)
Retenu: OG0007242.fa (30 séquences, 17 espèces)
Écarté: OG0015358.fa (4 séquences, 2 espèces)
Écarté: OG0006488.fa (33 séquences, 4 espèces)
Écarté: OG0034618.fa (1 séquences, 1 espèces)
Écarté: OG0057383.fa (1 séquences, 1 espèces)
Écarté: OG0063061.fa (1 séquences, 1 espèces)
Écarté: OG0039215.fa (1 séquences, 1 espèces)
Écarté: OG0056295.fa (1 séquences, 1 espèces)
Écarté: OG0026350.fa (1 séquences, 1 espèces)
Écarté: OG0030639.fa (1 séquences, 1 espèces)
Écarté: OG0028754.fa (1 séquences, 1 espèces)
Écarté: OG0006288.fa (33 séquences, 17 espèces)
Écarté: OG0038093.fa (1 séquences, 1 espèces)
Écarté: OG0048570.fa (1 séquences, 1 espèces)
Écarté: OG0024358.fa (2 séquences, 1 espèces)
Écarté: OG0015995.fa (3 séquences, 1 espèces)
Écarté: OG0027229.fa (1 séquences, 1 espèces)
Écarté: OG0056878.fa (1 séquences, 1 espèces)
Écarté: OG0004476.fa (43 séquences, 16 espèces)
Écarté: OG0042974.fa (1 séquences, 1 espèces)
Écarté: OG0012845.fa (6 séquences, 1 espèces)
Écarté: OG0025900.fa (1 séquences, 1 espèces)
Écarté: OG0026562.fa (1 séquences, 1 espèces)
Écarté: OG0028810.fa (1 séquences, 1 espèces)
Écarté: OG0042782.fa (1 séquences, 1 espèces)
Écarté: OG0039836.fa (1 séquences, 1 espèces)
Écarté: OG0060097.fa (1 séquences, 1 espèces)
Écarté: OG0053938.fa (1 séquences, 1 espèces)
Écarté: OG0042606.fa (1 séquences, 1 espèces)
Écarté: OG0053215.fa (1 séquences, 1 espèces)
Écarté: OG0063504.fa (1 séquences, 1 espèces)
Écarté: OG0021558.fa (2 séquences, 1 espèces)
Écarté: OG0000519.fa (198 séquences, 17 espèces)
Écarté: OG0069333.fa (1 séquences, 1 espèces)
Écarté: OG0072330.fa (1 séquences, 1 espèces)
Écarté: OG0000004.fa (2020 séquences, 14 espèces)
Écarté: OG0027644.fa (1 séquences, 1 espèces)
Écarté: OG0018711.fa (2 séquences, 1 espèces)
Écarté: OG0000425.fa (219 séquences, 17 espèces)
Écarté: OG0048293.fa (1 séquences, 1 espèces)
Écarté: OG0021610.fa (2 séquences, 2 espèces)
Écarté: OG0036856.fa (1 séquences, 1 espèces)
Écarté: OG0023943.fa (2 séquences, 1 espèces)
Écarté: OG0058346.fa (1 séquences, 1 espèces)
Écarté: OG0052304.fa (1 séquences, 1 espèces)
Écarté: OG0003720.fa (50 séquences, 17 espèces)
Écarté: OG0039376.fa (1 séquences, 1 espèces)
Écarté: OG0013873.fa (5 séquences, 1 espèces)
Écarté: OG0063807.fa (1 séquences, 1 espèces)
Écarté: OG0048152.fa (1 séquences, 1 espèces)
Écarté: OG0048022.fa (1 séquences, 1 espèces)
Écarté: OG0029138.fa (1 séquences, 1 espèces)
Écarté: OG0024893.fa (1 séquences, 1 espèces)
Écarté: OG0064397.fa (1 séquences, 1 espèces)
Écarté: OG0059538.fa (1 séquences, 1 espèces)
Écarté: OG0002767.fa (62 séquences, 17 espèces)
Écarté: OG0051586.fa (1 séquences, 1 espèces)
Écarté: OG0064936.fa (1 séquences, 1 espèces)
Écarté: OG0053815.fa (1 séquences, 1 espèces)
Écarté: OG0047300.fa (1 séquences, 1 espèces)
Écarté: OG0048031.fa (1 séquences, 1 espèces)
Écarté: OG0006651.fa (32 séquences, 16 espèces)
Écarté: OG0039799.fa (1 séquences, 1 espèces)
Écarté: OG0003821.fa (49 séquences, 2 espèces)
Écarté: OG0037414.fa (1 séquences, 1 espèces)
Écarté: OG0050693.fa (1 séquences, 1 espèces)
Écarté: OG0066124.fa (1 séquences, 1 espèces)
Écarté: OG0071724.fa (1 séquences, 1 espèces)
Écarté: OG0048553.fa (1 séquences, 1 espèces)
Écarté: OG0035765.fa (1 séquences, 1 espèces)
Écarté: OG0043548.fa (1 séquences, 1 espèces)
Écarté: OG0043253.fa (1 séquences, 1 espèces)
Écarté: OG0058069.fa (1 séquences, 1 espèces)
Écarté: OG0019562.fa (2 séquences, 1 espèces)
Écarté: OG0021363.fa (2 séquences, 1 espèces)
Écarté: OG0049057.fa (1 séquences, 1 espèces)
Écarté: OG0060207.fa (1 séquences, 1 espèces)
Écarté: OG0015499.fa (4 séquences, 1 espèces)
Écarté: OG0007381.fa (30 séquences, 4 espèces)
Écarté: OG0046600.fa (1 séquences, 1 espèces)
Écarté: OG0024222.fa (2 séquences, 1 espèces)
Écarté: OG0067554.fa (1 séquences, 1 espèces)
Écarté: OG0009808.fa (19 séquences, 16 espèces)
Écarté: OG0040837.fa (1 séquences, 1 espèces)
Écarté: OG0024708.fa (2 séquences, 1 espèces)
Écarté: OG0062038.fa (1 séquences, 1 espèces)
Écarté: OG0038674.fa (1 séquences, 1 espèces)
Écarté: OG0037978.fa (1 séquences, 1 espèces)
Écarté: OG0026919.fa (1 séquences, 1 espèces)
Écarté: OG0003260.fa (55 séquences, 17 espèces)
Écarté: OG0014277.fa (5 séquences, 1 espèces)
Écarté: OG0071207.fa (1 séquences, 1 espèces)
Écarté: OG0041006.fa (1 séquences, 1 espèces)
Écarté: OG0034677.fa (1 séquences, 1 espèces)
Écarté: OG0024123.fa (2 séquences, 1 espèces)
Écarté: OG0019732.fa (2 séquences, 1 espèces)
Écarté: OG0036053.fa (1 séquences, 1 espèces)
Écarté: OG0040261.fa (1 séquences, 1 espèces)
Écarté: OG0064825.fa (1 séquences, 1 espèces)
Écarté: OG0056461.fa (1 séquences, 1 espèces)
Écarté: OG0040927.fa (1 séquences, 1 espèces)
Écarté: OG0066582.fa (1 séquences, 1 espèces)
Écarté: OG0003470.fa (53 séquences, 2 espèces)
Écarté: OG0004895.fa (40 séquences, 16 espèces)
Écarté: OG0026618.fa (1 séquences, 1 espèces)
Écarté: OG0058741.fa (1 séquences, 1 espèces)
Écarté: OG0067443.fa (1 séquences, 1 espèces)
Écarté: OG0058486.fa (1 séquences, 1 espèces)
Écarté: OG0073680.fa (1 séquences, 1 espèces)
Écarté: OG0005587.fa (36 séquences, 17 espèces)
Retenu: OG0007084.fa (30 séquences, 17 espèces)
Écarté: OG0062518.fa (1 séquences, 1 espèces)
Écarté: OG0061757.fa (1 séquences, 1 espèces)
Écarté: OG0018895.fa (2 séquences, 1 espèces)
Écarté: OG0020574.fa (2 séquences, 2 espèces)
Écarté: OG0018889.fa (2 séquences, 2 espèces)
Écarté: OG0061324.fa (1 séquences, 1 espèces)
Écarté: OG0027379.fa (1 séquences, 1 espèces)
Écarté: OG0014973.fa (4 séquences, 2 espèces)
Écarté: OG0044246.fa (1 séquences, 1 espèces)
Écarté: OG0061249.fa (1 séquences, 1 espèces)
Écarté: OG0002898.fa (60 séquences, 17 espèces)
Écarté: OG0054016.fa (1 séquences, 1 espèces)
Écarté: OG0018502.fa (2 séquences, 1 espèces)
Écarté: OG0009980.fa (18 séquences, 13 espèces)
Écarté: OG0053749.fa (1 séquences, 1 espèces)
Écarté: OG0010209.fa (16 séquences, 2 espèces)
Écarté: OG0018368.fa (3 séquences, 1 espèces)
Écarté: OG0055444.fa (1 séquences, 1 espèces)
Écarté: OG0060569.fa (1 séquences, 1 espèces)
Écarté: OG0035709.fa (1 séquences, 1 espèces)
Écarté: OG0041743.fa (1 séquences, 1 espèces)
Écarté: OG0069028.fa (1 séquences, 1 espèces)
Écarté: OG0052340.fa (1 séquences, 1 espèces)
Écarté: OG0015985.fa (3 séquences, 1 espèces)
Écarté: OG0073139.fa (1 séquences, 1 espèces)
Écarté: OG0031356.fa (1 séquences, 1 espèces)
Écarté: OG0069572.fa (1 séquences, 1 espèces)
Écarté: OG0006698.fa (32 séquences, 17 espèces)
Écarté: OG0036162.fa (1 séquences, 1 espèces)
Écarté: OG0069645.fa (1 séquences, 1 espèces)
Écarté: OG0023711.fa (2 séquences, 1 espèces)
Écarté: OG0015664.fa (4 séquences, 2 espèces)
Écarté: OG0057628.fa (1 séquences, 1 espèces)
Retenu: OG0008323.fa (26 séquences, 17 espèces)
Écarté: OG0033028.fa (1 séquences, 1 espèces)
Écarté: OG0027781.fa (1 séquences, 1 espèces)
Écarté: OG0009295.fa (22 séquences, 14 espèces)
Écarté: OG0050310.fa (1 séquences, 1 espèces)
Écarté: OG0036229.fa (1 séquences, 1 espèces)
Écarté: OG0030796.fa (1 séquences, 1 espèces)
Écarté: OG0023007.fa (2 séquences, 2 espèces)
Écarté: OG0002176.fa (73 séquences, 16 espèces)
Écarté: OG0036470.fa (1 séquences, 1 espèces)
Écarté: OG0010099.fa (17 séquences, 5 espèces)
Écarté: OG0032147.fa (1 séquences, 1 espèces)
Écarté: OG0022687.fa (2 séquences, 1 espèces)
Écarté: OG0058505.fa (1 séquences, 1 espèces)
Écarté: OG0033554.fa (1 séquences, 1 espèces)
Écarté: OG0043902.fa (1 séquences, 1 espèces)
Écarté: OG0073296.fa (1 séquences, 1 espèces)
Écarté: OG0059875.fa (1 séquences, 1 espèces)
Écarté: OG0072262.fa (1 séquences, 1 espèces)
Écarté: OG0070556.fa (1 séquences, 1 espèces)
Écarté: OG0008820.fa (24 séquences, 16 espèces)
Écarté: OG0066177.fa (1 séquences, 1 espèces)
Écarté: OG0055737.fa (1 séquences, 1 espèces)
Écarté: OG0025434.fa (1 séquences, 1 espèces)
Écarté: OG0046225.fa (1 séquences, 1 espèces)
Écarté: OG0021028.fa (2 séquences, 1 espèces)
Écarté: OG0031815.fa (1 séquences, 1 espèces)
Écarté: OG0033981.fa (1 séquences, 1 espèces)
Écarté: OG0068051.fa (1 séquences, 1 espèces)
Écarté: OG0048766.fa (1 séquences, 1 espèces)
Écarté: OG0025638.fa (1 séquences, 1 espèces)
Écarté: OG0042059.fa (1 séquences, 1 espèces)
Écarté: OG0058124.fa (1 séquences, 1 espèces)
Écarté: OG0018897.fa (2 séquences, 2 espèces)
Écarté: OG0071118.fa (1 séquences, 1 espèces)
Écarté: OG0001835.fa (83 séquences, 16 espèces)
Écarté: OG0039682.fa (1 séquences, 1 espèces)
Écarté: OG0048443.fa (1 séquences, 1 espèces)
Écarté: OG0029205.fa (1 séquences, 1 espèces)
Écarté: OG0004486.fa (43 séquences, 17 espèces)
Écarté: OG0039197.fa (1 séquences, 1 espèces)
Écarté: OG0015277.fa (4 séquences, 2 espèces)
Écarté: OG0006023.fa (34 séquences, 13 espèces)
Écarté: OG0039142.fa (1 séquences, 1 espèces)
Écarté: OG0069872.fa (1 séquences, 1 espèces)
Écarté: OG0025401.fa (1 séquences, 1 espèces)
Écarté: OG0022631.fa (2 séquences, 1 espèces)
Écarté: OG0001692.fa (88 séquences, 16 espèces)
Écarté: OG0006125.fa (34 séquences, 16 espèces)
Écarté: OG0047153.fa (1 séquences, 1 espèces)
Écarté: OG0011869.fa (8 séquences, 5 espèces)
Écarté: OG0011082.fa (11 séquences, 2 espèces)
Écarté: OG0027425.fa (1 séquences, 1 espèces)
Écarté: OG0033376.fa (1 séquences, 1 espèces)
Écarté: OG0061279.fa (1 séquences, 1 espèces)
Écarté: OG0005653.fa (36 séquences, 12 espèces)
Écarté: OG0011708.fa (9 séquences, 4 espèces)
Écarté: OG0020481.fa (2 séquences, 2 espèces)
Écarté: OG0039941.fa (1 séquences, 1 espèces)
Écarté: OG0024079.fa (2 séquences, 1 espèces)
Écarté: OG0027556.fa (1 séquences, 1 espèces)
Écarté: OG0054528.fa (1 séquences, 1 espèces)
Écarté: OG0064769.fa (1 séquences, 1 espèces)
Écarté: OG0000150.fa (378 séquences, 17 espèces)
Écarté: OG0068202.fa (1 séquences, 1 espèces)
Écarté: OG0068132.fa (1 séquences, 1 espèces)
Écarté: OG0031872.fa (1 séquences, 1 espèces)
Écarté: OG0073511.fa (1 séquences, 1 espèces)
Écarté: OG0036819.fa (1 séquences, 1 espèces)
Écarté: OG0059262.fa (1 séquences, 1 espèces)
Écarté: OG0066347.fa (1 séquences, 1 espèces)
Écarté: OG0073668.fa (1 séquences, 1 espèces)
Écarté: OG0052755.fa (1 séquences, 1 espèces)
Écarté: OG0008105.fa (27 séquences, 15 espèces)
Écarté: OG0026647.fa (1 séquences, 1 espèces)
Écarté: OG0056393.fa (1 séquences, 1 espèces)
Écarté: OG0069967.fa (1 séquences, 1 espèces)
Écarté: OG0064080.fa (1 séquences, 1 espèces)
Écarté: OG0068102.fa (1 séquences, 1 espèces)
Écarté: OG0070319.fa (1 séquences, 1 espèces)
Écarté: OG0034253.fa (1 séquences, 1 espèces)
Écarté: OG0048819.fa (1 séquences, 1 espèces)
Écarté: OG0068236.fa (1 séquences, 1 espèces)
